task,context,task_id,env,complexity,original_filename
"Создай функцию СоздатьДвиженияРегистраПродажи(ДокументСсылка), которая удаляет текущие движения документа и записывает новые движения регистра накопления «Продажи» 
по табличной части «Товары» документа ""РасходТовара""","{
  ""Catalogs"": [
    {
      ""id"": ""ИсходящиеПисьма"",
      ""name"": ""Исходящие письма"",
      ""Attributes"": [
        {
          ""id"": ""Дата"",
          ""name"": ""Дата"",
          ""types"": [
            {
              ""type"": ""Date""
            }
          ]
        },
        {
          ""id"": ""Получатель"",
          ""name"": ""Получатель"",
          ""types"": [
            {
              ""type"": ""String"",
              ""StringQualifiers"": ""0""
            }
          ]
        },
        {
          ""id"": ""Содержимое"",
          ""name"": ""Содержимое"",
          ""types"": []
        },
        {
          ""id"": ""Текст"",
          ""name"": ""Текст"",
          ""types"": [
            {
              ""type"": ""String"",
              ""StringQualifiers"": ""0""
            }
          ]
        },
        {
          ""id"": ""Контрагент"",
          ""name"": ""Контрагент"",
          ""types"": [
            {
              ""type"": ""Ref"",
              ""id"": ""Справочник.Контрагенты""
            }
          ]
        }
      ],
      ""TabularSections"": [
        {
          ""id"": ""Получатели"",
          ""name"": ""Получатели"",
          ""Attributes"": [
            {
              ""id"": ""ЭлектроннаяПочта"",
              ""name"": ""Электронная почта"",
              ""types"": [
                {
                  ""type"": ""String"",
                  ""StringQualifiers"": ""1000""
                }
              ]
            }
          ]
        }
      ]
    }
  ]
}",task_011,server,low,
"Создай функцию ЗаменитьНоменклатуру(НоменклатураИсточник, НоменклатураЗамены, ДатаС, ДатаПо), которая находит документы ""Заказ"" в заданном интервале и в табличной части ""Товары"" 
заменяет номенклатуру НоменклатураИсточник на НоменклатураЗамены, оставляяя все прочие реквизиты низменными. Если в документе была хоть одна замена, и джокумент был проведен, документ перепроводится. 
Если документ помечен на удаление, пропускаем его. ","{
  ""Documents"": [
    {
      ""id"": ""Заказ"",
      ""properties"": [
        ""Номер"": ""string"",
        ""Дата"": ""date"",
        ""Клиент"": ""Ref.Контрагенты"",
        ""Склад"": ""Ref.Склады"",
      ],
      ""tabularSections"": [
        {
          ""Товары"": [
            ""Товар"": ""Ref.Товары"",
            ""Количество"": ""number"",
            ""Цена"": ""number"",
            ""Сумма"": ""number""
          ]
        }
      ]
    }
  ]
}",task_012,server,low,
"Создай функцию РасчетКомиссииМенеджера(ТаблицаКомиссий, Процент, ДатаС, ДатаПо), которая находит документы ""Заказ"" в заданном интервале и вычисляет комиссию менеджера исходя из сумм в табличной части Товары
1) Смотрим только проведенные заказы
2) Сумма заказа - это сумма всех строк по реквизиту Сумма
3) Комиссия менеджера - сумма всех заказов менеджера (реквизит Автор) в периоде, умноженная на Процент
Функция должна заполнить таблицу ТаблицаКомиссий, где должно быть три колонки: Менеджер (из реквизита Автор), СуммаЗаказов, Комиссия. Менеджер в таблице должен быть уникальным, один менеджер - одна строка ","{
  ""Documents"": [
    {
      ""id"": ""Заказ"",
      ""properties"": [
        ""Номер"": ""string"",
        ""Дата"": ""date"",
        ""Клиент"": ""Ref.Контрагенты"",
        ""Склад"": ""Ref.Склады"",
        ""Автор"": ""Ref.Пользователи"",
      ],
      ""tabularSections"": [
        {
          ""Товары"": [
            ""Товар"": ""Ref.Товары"",
            ""Количество"": ""number"",
            ""Цена"": ""number"",
            ""Сумма"": ""number""
          ]
        }
      ]
    }
  ]
}",task_013,server,mid,
"Создай функцию ПолучитьШиринуВысотуКартинкиИзФайлаJPEG(ИмяФайла), которая считывает jpeg файл и возвращает структуру с данными 
{ ""Высота"": <высота картинки в пикселах>, ""Ширина"": <ширина картинки в пикселах>} ",,task_014,server,high,
"Создай функцию ИзвлечьПартииФИФО(ТаблицаПартий, Сумма), которая возвращает таблицу партий на заданную сумму.
1) ТаблицаПартий имеет колонки ""Партия"", ""Дата"" типа Дата+Время, ""Сумма"" типа Число(14, 2)      
2) Нужно вернуть таблицу с аналогичными колонками, в которой будет список партий, идущих во времени первыми, которые в сумме дают Сумма
3) Если сумма накопленныех партий превышают требуемую, сумму последней по времени партии нужно подогнать, чтобы общаяя сумма сошлась с требуемым значением",,task_015,server,mid,
"Создай функцию ДополнитьТаблицуЗначениямиИзВторой(Таблица1, Таблица2, КолонкаУникальности), которая добавляет в начало первой ТЗ значения из второй ТЗ с обеспечением уникальности значения в колонке КолонкаУникальности
1) колонки обеих ТЗ совпадают   
2) Значения в КолонкаУникальности заполнены в обеих таблицах
",,task_016,server,mid,
"Создай функцию ОбъектВСтруктуру(ОбъектДанных) принимает на вход объект и возвращает структуру с данными полученными из этого объекта 
1) Если у объекта есть табличные части, реквизиты и значения каждой табличной части должны быть представлены как массив со структурами
2) Стандартные реквизиты (Код, Наименование, Дата, и т.д.) тоже должный быть в структуре ответа
3) Общий вид выходной структуры 
{ ""Реквизит1"": ЗначениеРеквизита1, 
...    
""РеквизитN"": ЗначениеРеквизитаN,
""ТабличныеЧасти"": [  
	{ 
		""ИмяТабличнойЧасти1"": [ 
			{
				""Реквизит1ТабличнойЧасти1"": ЗначениеРеквизита1ВСтроке1,     
				""Реквизит2ТабличнойЧасти1"": ЗначениеРеквизита2ВСтроке1,  
				...
			},
			{
				""Реквизит1ТабличнойЧасти1"": ЗначениеРеквизита1ВСтроке2,     
				""Реквизит2ТабличнойЧасти1"": ЗначениеРеквизита2ВСтроке2,  
				...
			},	
		]
	}
]
}",,task_017,server,high,
"Создай функцию СкачкиЦен(Процент) Которая возвращает таблицу значений с колонками Товар, ЦенаБыла, ЦенаСтала, ДатаИзменения. 
В таблицу помещаются все ситуации, когда рост цен от одной записи к другой по одному товару больше чем Процент. Использовать запрос","{
  ""InformationRegisters"": [
    {
      ""id"": ""ЦеныТоваров"",
      ""name"": ""Цены товаров"",
      ""InformationRegisterPeriodicity"": ""Day"",
      ""WriteMode"": ""Independent"",
      ""Dimensions"": [
        {
          ""id"": ""Товар"",
          ""name"": ""Товар"",
          ""types"": [
            {
              ""type"": ""Ref"",
              ""id"": ""Справочник.Товары""
            }
          ]
        },
        {
          ""id"": ""ВидЦен"",
          ""name"": ""Вид цен"",
          ""types"": [
            {
              ""type"": ""Ref"",
              ""id"": ""Справочник.ВидыЦен""
            }
          ]
        }
      ],
      ""Resources"": [
        {
          ""id"": ""Цена"",
          ""name"": ""Цена"",
          ""types"": [
            {
              ""type"": ""Number"",
              ""NumberQualifiers"": ""10.2""
            }
          ]
        }
      ]
    }
  ]
}",task_018,server,mid,
"Создай функцию ПересеченияРемонтов() которая возвращает пересечения периода ремонтов разных складов из регистра сведений ПериодыРемонтаСкладов
Возвращает таблицу значений с колонками Склад1, Склад2, НачалоПериода, КонецПериода. 
Где Склад1 и Склад2 - значения двух складов, периоды которых пересекаются, 
НачалоПериода и КонецПериода - начало и конец периодов пересечения.
Пример 
""Склад новый"" - ремонт с 12.08.2025 по 24.08.2025  
""Склад старый"" - ремонт с 22.08.2025 по 04.09.2025 

Результат: 
Склад1: ""Склад новый""
Склад2: ""Склад старый""   
НачалоПериода: 22.08.2025 
КонецПериода: 24.08.2025    

Результирующую таблицу отсортировать по возрастанию НачалоПериода                             

","{
  ""InformationRegisters"": [
    {
      ""id"": ""ПериодыРемонтаСкладов"",
      ""name"": ""Периоды ремонта складов"",
      ""InformationRegisterPeriodicity"": null,
      ""WriteMode"": ""Independent"",
      ""Dimensions"": [
        {
          ""id"": ""Склад"",
          ""name"": ""Склад"",
          ""types"": [
            {
              ""type"": ""Ref"",
              ""id"": ""Справочник.Склады""
            }
          ]
        },
        {
          ""id"": ""Начало"",
          ""name"": ""Начало"",
          ""types"": [
            {
              ""type"": ""Date""
            }
          ]
        },
        {
          ""id"": ""Окончание"",
          ""name"": ""Окончание"",
          ""types"": [
            {
              ""type"": ""Date""
            }
          ]
        }

      ],
      ""Resources"": []
    }
  ]
}
 
",task_019,server,mid,
"Создай функцию СформироватьОтчетПолучитьОстаток(Склад, Товар, Строка, Колонка) которая формирует отчет на сервере ""ОстаткиТоваровНаСкладах"" с отбором по складу и товару, 
и возвращает числовое значение из указанной ячейки табличного документа.  

Отчет ОстаткиТоваровНаСкладах сделан на СКД, основная схема которого имеет поля Склад и Товар для отбора.

Параметры функции:
- Склад - ссылка на элемент справочника Склады для отбора
- Товар - ссылка на элемент справочника Товары для отбора
- Строка - номер строки в табличном документе
- Колонка - номер колонки в табличном документе

Возвращаемое значение: целое число из указанной ячейки табличного документа.                           

",,task_020,server,high,
"Написать функция ЗаполнитьТабличнуюЧастьЗаказаЦенами(Заказ,ВидЦен).

Где параметры:

- Заказ - ДокументСсылка Заказ
- ВидЦен - СправочникСсылка ВидыЦен

Необходимо для каждой строки табличной части Товары документа Заказ:
- получить актуальную цену товара на дату документа Заказ из регистра сведений ЦеныТоваров по переданному виду цен;
- заполнить поле Цена.
- функция должна вернуть ссылку на заказ

Требования:
- Использовать запрос к СрезПоследних регистра сведений ЦеныТоваров.
- Не выполнять отдельный запрос на каждую строку (получение должно выполняться одним запросом).
- Заполнять только строки, где указан Товар. Если попались строки с пустым товаром - цену и сумму обнулить.
- Сохранить исходную сортировку табличной части
- Если к Товару цена не найдена, но при этом заполнена в табличной части - такую цену не обнулять, оставить исходную
- Пересчитать и заполнить сумму по каждой строке как Количество * Цена
- Все расчеты выполнить одним запросом","{""Documents"": [{""id"": ""Заказ"", ""name"": ""Заказ"", ""Attributes"": [{""id"": ""Покупатель"", ""name"": ""Покупатель"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}, {""id"": ""Валюта"", ""name"": ""Валюта взаиморасчетов"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Валюты""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}, {""id"": ""Организация"", ""name"": ""Организация"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Организации""}]}, {""id"": ""СостояниеЗаказа"", ""name"": ""Состояние заказа"", ""types"": [{""type"": ""Ref"", ""id"": ""Перечисление.СостоянияЗаказов""}]}, {""id"": ""Автор"", ""name"": ""Автор"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Пользователи""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}], ""TabularSections"": [{""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}, {""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.0""}]}, {""id"": ""Сумма"", ""name"": ""Сумма"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}], ""InformationRegisters"": [{""id"": ""ЦеныТоваров"", ""name"": ""Цены товаров"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}], ""Resources"": [{""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""ВидыЦен"", ""name"": ""Виды цен"", ""Attributes"": []}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_021,server,high,Task2_Коробов_Сложная.epf
"Написать функцию ПолучитьСреднююЦенуПоНоменклатуре(ТаблицаПродаж). Функция принимает Таблицу значений.

Таблица значений содержит колонки:
- Номенклатура (Строка)
- Количество (Число)
- СуммаПродажи (Число)

Таблица может содержать несколько строк с одинаковой Номенклатурой.

Необходимо вернуть новую Таблицу значений с колонками:
- Номенклатура (Строка)
- Количество (Число)
- СуммаПродажи (Число)
- СредняяЦенаПродажи (Число)

Для каждой Номенклатуры должна остаться одна строка. Количество и Сумма должны быть суммой по всем исходным строкам.
СредняяЦена = Сумма / Количество. Если Количество = 0, то СредняяЦена = 0.

Требования:
- Использовать язык запросов.
- Не изменять входную ТаблицуЗначений.
- В возвращаемой таблице строки должны быть отсортированы по Номенклатуре по возрастанию.
- СредняяЦенаПродажи должна быть округлена до 15 знаков целочисленной части и до 2 знаков после запятой.",{},task_022,server,mid,Task2_Коробов_Средняя.epf
"Написать функцию ПолучитьОстатокНоменклатуры(Номенклатура, Склад, Дата).

Необходимо получить остаток указанной номенклатуры на указанном складе на указанную дату включительно. Остаток взять из регистра накопления ТоварныеЗапасы.

Функция должна вернуть число — остаток на дату.

Требования:
- Использовать запрос к виртуальной таблице Остатки регистра накопления.
- Если записи отсутствуют — вернуть 0.","{""AccumulationRegisters"": [{""id"": ""ТоварныеЗапасы"", ""name"": ""Товарные запасы"", ""RegisterType"": ""Balance"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""Склад"", ""name"": ""Склад"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Склады""}]}], ""Resources"": [{""id"": ""Количество"", ""name"": ""Количество"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}",task_023,server,mid,Task3_Коробов_Средняя.epf
"Реализовать функцию импорта прайс-листа из CSV ЗагрузитьПрайсЛистИзCSV(ПутьКФайлу,ВидЦен).

Файл csv содержит 3 колонки
- Артикул
- Наименование
- Цена

Необходимо:
1) Прочитать файл.
2) Найти товар. Поиск должен быть осуществлен сначала по артикулу и наименованию. Если товар не найден - искать по артикулу. Если не найден - только по наименованию
3) Обновить цены в регистре сведений ЦеныТоваров по виду цен и найденной номенклатуре на начало текущего дня.

Функция должна вернуть структуру, содержащую:

- КоличествоОбработанныхСтрок - количество успешно обработанных строк
- ТаблицаОшибок - таблица с информацией, об ошибочно обработанных строках. В таблице две колонки: НомерСтроки - номер строки файла, Причина - описание ошибки.","{""InformationRegisters"": [{""id"": ""ЦеныТоваров"", ""name"": ""Цены товаров"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}], ""Resources"": [{""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}], ""Catalogs"": [{""id"": ""ВидыЦен"", ""name"": ""Виды цен"", ""Attributes"": []}, {""id"": ""Товары"", ""name"": ""Товары"", ""Attributes"": [{""id"": ""Артикул"", ""name"": ""Артикул"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""15""}]}, {""id"": ""Поставщик"", ""name"": ""Поставщик"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Контрагенты""}]}, {""id"": ""ФайлКартинки"", ""name"": ""Картинка"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ХранимыеФайлы""}]}, {""id"": ""Вид"", ""name"": ""Вид"", ""types"": []}, {""id"": ""Штрихкод"", ""name"": ""Штрихкод"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""20""}]}, {""id"": ""Описание"", ""name"": ""Описание"", ""types"": [{""type"": ""String"", ""StringQualifiers"": ""0""}]}]}]}",task_024,server,high,Task4_Коробов_Сложная.epf
"Написать функцию ПолучитьАктуальнуюЦену(Товар, ВидЦен, Дата).

Необходимо получить цену указанного товара по переданному виду цен на дату из регистра сведений ЦеныТоваров.

Функция должна вернуть число — цену.

Требования:
- Использовать запрос к СрезПоследних.
- Если цена не найдена — вернуть 0.","{""InformationRegisters"": [{""id"": ""ЦеныТоваров"", ""name"": ""Цены товаров"", ""InformationRegisterPeriodicity"": ""Day"", ""WriteMode"": ""Independent"", ""Dimensions"": [{""id"": ""Товар"", ""name"": ""Товар"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.Товары""}]}, {""id"": ""ВидЦен"", ""name"": ""Вид цен"", ""types"": [{""type"": ""Ref"", ""id"": ""Справочник.ВидыЦен""}]}], ""Resources"": [{""id"": ""Цена"", ""name"": ""Цена"", ""types"": [{""type"": ""Number"", ""NumberQualifiers"": ""10.2""}]}]}]}",task_025,server,mid,Task4_Коробов_Средняя.epf
